source_inventory_id,redacted_source_path,programme,functional_area,sensitivity,duplicate_group_id,proposed_drive_folder,canonical_resource_type,target_canonical_asset_id,target_file_type,owner_role,website_section,consolidation_action,notes
SRC-000270,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/04. Demonstration & Media/To Carry your Cross.pdf,Boys,Weekly sessions,internal-source,DUP-050E310C14,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000271,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/11. Session 8_MAN of COURAGE 2/07. Boys Teaching & Homework/Homework 8.pptx,Boys,Weekly sessions,internal-source,DUP-901C70107D,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000272,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/00. Session Overview/The Journey Session Overview Man of RHonour 1.pdf,Boys,Weekly sessions,internal-source,DUP-CFEA924DF7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000273,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/01. Activity Father & Son/Carry the Crown.pdf,Boys,Weekly sessions,internal-source,DUP-0C5AE0D293,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000274,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/02. Theme Video/4. A man expects a greater reward.pdf,Boys,Weekly sessions,internal-source,DUP-04F618CCCB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000275,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/04. Demonstration & Media/Refined like Silver.pdf,Boys,Weekly sessions,internal-source,DUP-C4C1B91CEC,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000276,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/04. Demonstration & Media/Run with Endurance.pdf,Boys,Weekly sessions,internal-source,DUP-0E0EB7A8CB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000277,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/07. Boys Teaching & Homework/1. Dad_s Toolbox_Mentoring Talks.pdf,Boys,Weekly sessions,internal-source,DUP-9FB85FF4E3,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000278,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/13. Session 9_MAN of HONOUR 1/08. Dad_s Toolbox/1. Dad_s Toolbox_Mentoring Talks.pdf,Boys,Weekly sessions,internal-source,DUP-9FB85FF4E3,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000279,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/.DS_Store,Boys,Weekly sessions,internal-source,DUP-086CAB12E7,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Drive file reference,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000280,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/00. Session Overview/The Journey Session Overview Man of Honour 2.pdf,Boys,Weekly sessions,internal-source,DUP-CD912AA89A,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000281,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/01. Activity Father & Son/Balloon Walk.pdf,Boys,Weekly sessions,internal-source,DUP-A45C6A3847,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000282,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/02. Theme Video/4. A man expects a greater reward.pdf,Boys,Weekly sessions,internal-source,DUP-04F618CCCB,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000283,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/03. Discussion & Scripture/The Journey Character Values_Print.pptx,Boys,Weekly sessions,internal-source,DUP-5360DAE0CF,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000284,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/04. Demonstration & Media/How to Live Gracefully.pdf,Boys,Weekly sessions,internal-source,DUP-5853687AC1,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000285,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/14. Session 10_MAN of HONOUR 2/08. Dad_s Toolbox/PDF and Thumbnail Facilitators.pptx,Boys,Weekly sessions,internal-source,DUP-7331894313,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000286,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/.DS_Store,General,Rite of passage,internal-source,DUP-1B47E12162,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Drive file reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000287,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/1. Activities and Stations/Blind Rowing.pdf,General,Rite of passage,internal-source,DUP-3DC4E45522,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000288,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/1. Activities and Stations/Rescue Stretcher Build.pdf,General,Rite of passage,internal-source,DUP-665F551237,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000289,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/1. Activities and Stations/Target Shooting - Air Rifle.pdf,General,Rite of passage,internal-source,DUP-DB1EA95D70,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000290,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/1. Activities and Stations/Target Shooting - Archery.pdf,General,Rite of passage,internal-source,DUP-BE84F2196D,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000291,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/1. Activities and Stations/Target Shooting - Slingshot.pdf,General,Rite of passage,internal-source,DUP-53981450CD,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000292,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/Character Value for hike down the mountain.docx,General,Rite of passage,internal-source,DUP-4B57326291,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000293,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/Example Camping List - Kick-off camp.xlsx,General,Rite of passage,internal-source,DUP-B7197A0A2D,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000294,REDACTED-SENSITIVE-SOURCE/SRC-000294.xlsx,General,Rite of passage,restricted-source,DUP-4FE185730C,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet private template,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000295,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/Example ROP Camp Program.docx,General,Rite of passage,internal-source,DUP-24A4BA7E25,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000296,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/Example ROP Camp Q & A session.pptx,General,Rite of passage,internal-source,DUP-91C0BFD312,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000297,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/NEW ART WORK_240320_193840.pdf,General,Rite of passage,internal-source,DUP-A198638A60,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000298,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/Sampie - ROP session with Luc & Ben.m4a,General,Rite of passage,internal-source,DUP-802F144851,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Approved media reference,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000299,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/~$Example ROP Camp Q & A session.pptx,General,Rite of passage,internal-source,DUP-5C56FF2DF0,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000300,Journey - Paul/Journey 2026/The Journey Toolbox V1.0/16. ROP CAMP/~$Example ROP Facilitators Camp Prep Slides.pptx,General,Rite of passage,internal-source,DUP-5C56FF2DF0,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Slides or training page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000301,Journey - Paul/Journey 2026/TJ26 Program.xlsx,Unknown,Other,internal-source,DUP-D05C287FD4,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000302,Journey - Paul/Journey One Pager.docx,Unknown,Foundations,internal-source,,01 Foundations,Journey Purpose And Programme Map,CAN-JOURNEY-PURPOSE-AND-PROGRAMME-MAP,Google Doc or Markdown page,Oversight Lead,Foundations,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000303,Journey - Richard/2024/Copy of TWNAF _ JOURNEY GEAR.xlsx,Historical,Equipment,internal-source,,11 Logistics and Equipment,Equipment Template Set,CAN-EQUIPMENT-TEMPLATE-SET,Google Sheet,Logistics Lead,Operations,retain-as-labelled-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000304,Journey - Richard/2024/Journey Daughters/TJ24 Program.xlsx,Historical,Other,internal-source,DUP-76E73A68F9,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000305,REDACTED-SENSITIVE-SOURCE/SRC-000305.xlsx,Historical,Rite of passage,restricted-source,DUP-AA9C3900C7,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet private template,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000306,Journey - Richard/2024/TJ24-2 Kick-off program.docx,Historical,Kickoff camp,internal-source,DUP-6A30E4F4CD,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000307,Journey - Richard/2025/Check List - Compass evening.xlsx,Historical,Compass Evening,internal-source,DUP-1D8D47EE64,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Sheet,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000308,REDACTED-SENSITIVE-SOURCE/SRC-000308.xlsx,Historical,Administration,restricted-source,DUP-9EFB3B7CC6,10 Administration,Administration Template Set,CAN-ADMINISTRATION-TEMPLATE-SET,Google Sheet private template,Administration Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000309,REDACTED-SENSITIVE-SOURCE/SRC-000309.xlsx,Historical,Other,restricted-source,DUP-5669962C72,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet private template,Oversight Lead,Library,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000310,Journey - Richard/2025/DTSS 25-2 Event Admin System.xlsx,Historical,Other,internal-source,DUP-C7DCA093CD,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000311,Journey - Richard/2025/JOURNEY T-SHIRT ART WORK.pdf,Historical,Other,internal-source,DUP-A198638A60,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Doc or Markdown page,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000312,REDACTED-SENSITIVE-SOURCE/SRC-000312.docx,Historical,Finance,restricted-source,DUP-2E97F338F4,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000313,REDACTED-SENSITIVE-SOURCE/SRC-000313.docx,Historical,Finance,restricted-source,DUP-48BA398E87,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000314,REDACTED-SENSITIVE-SOURCE/SRC-000314.docx,Historical,Finance,restricted-source,DUP-E87E85D58C,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000315,REDACTED-SENSITIVE-SOURCE/SRC-000315.docx,Historical,Finance,restricted-source,DUP-93458948E6,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000316,REDACTED-SENSITIVE-SOURCE/SRC-000316.docx,Historical,Finance,restricted-source,DUP-E4BC22F112,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000317,REDACTED-SENSITIVE-SOURCE/SRC-000317.docx,Historical,Finance,restricted-source,DUP-4F279F1AAD,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000318,REDACTED-SENSITIVE-SOURCE/SRC-000318.docx,Historical,Finance,restricted-source,DUP-CD2720860D,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000319,REDACTED-SENSITIVE-SOURCE/SRC-000319.docx,Historical,Finance,restricted-source,DUP-B7BF46ADB1,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000320,REDACTED-SENSITIVE-SOURCE/SRC-000320.docx,Historical,Finance,restricted-source,DUP-3E939E67CB,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000321,REDACTED-SENSITIVE-SOURCE/SRC-000321.docx,Historical,Finance,restricted-source,DUP-A4B977F733,12 Finance,Finance Template Set,CAN-FINANCE-TEMPLATE-SET,Private review packet,Finance Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000322,Journey - Richard/2025/TJ25 Program.xlsx,Historical,Other,internal-source,DUP-E1323A7DE0,17 Archive Register,Archive Reference Library,CAN-ARCHIVE-REFERENCE-LIBRARY,Google Sheet,Oversight Lead,Library,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000323,Journey - Richard/2025/TJ25-2 Camping List - Kick-off camp.xlsx,Historical,Kickoff camp,internal-source,DUP-4BD65FB8BC,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Sheet,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000324,Journey - Richard/2025/TJ25-2 Compass Challenge - Activity - Father and daughters questions.pdf,Historical,Compass Evening,internal-source,DUP-6D11A57CB6,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Google Doc or Markdown page,Logistics Lead,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000325,REDACTED-SENSITIVE-SOURCE/SRC-000325.pdf,Historical,Compass Evening,restricted-source,DUP-34E8B19D2D,08 Compass Evening,Compass Evening Pack,CAN-COMPASS-EVENING-PACK,Private review packet,Logistics Lead,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000326,Journey - Richard/2025/TJ25-2 Daughter_s ROP Program.docx,Historical,Rite of passage,internal-source,DUP-5094141ED0,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000327,Journey - Richard/2025/TJ25-2 Kick-off Camp - Activity - Father and daughter questions.docx,Historical,Kickoff camp,internal-source,DUP-B6CBE5169D,07 Kickoff Camp,Kickoff Camp Pack,CAN-KICKOFF-CAMP-PACK,Google Doc or Markdown page,Camp Director,Events,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000328,REDACTED-SENSITIVE-SOURCE/SRC-000328.xlsx,Historical,Administration,restricted-source,DUP-F0EFE668E7,10 Administration,Administration Template Set,CAN-ADMINISTRATION-TEMPLATE-SET,Google Sheet private template,Administration Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000329,REDACTED-SENSITIVE-SOURCE/SRC-000329.xlsx,Unknown,Rite of passage,restricted-source,DUP-88288CAEAA,09 Rite of Passage,Rite Of Passage Pack,CAN-RITE-OF-PASSAGE-PACK,Google Sheet private template,Camp Director,Events,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000330,Journey - Richard/Journey 2026/Equipment Inventory.xlsx,Unknown,Equipment,internal-source,,11 Logistics and Equipment,Equipment Template Set,CAN-EQUIPMENT-TEMPLATE-SET,Google Sheet,Logistics Lead,Operations,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000331,Journey - Richard/Journey 2026/Journey - Boys/1. Planning and Onboarding/Equipment sheet.xlsx,Boys,Equipment,internal-source,,11 Logistics and Equipment,Equipment Template Set,CAN-EQUIPMENT-TEMPLATE-SET,Google Sheet,Logistics Lead,Operations,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000332,Journey - Richard/Journey 2026/Journey - Boys/1. Planning and Onboarding/Journey Roles.pptx,Boys,Roles,internal-source,DUP-6C4EA06C75,03 Governance and Roles,Role Descriptions And RACI,CAN-ROLE-DESCRIPTIONS-AND-RACI,Google Slides or training page,Oversight Lead,Team,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000333,Journey - Richard/Journey 2026/Journey - Boys/1. Planning and Onboarding/TJ26-1 Information Session.pptx,Boys,Weekly sessions,internal-source,DUP-001E6F9CF1,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000334,REDACTED-SENSITIVE-SOURCE/SRC-000334.docx,Boys,Onboarding,restricted-source,DUP-BECFFA26E8,05 Participant Onboarding,Participant Onboarding Pack,CAN-PARTICIPANT-ONBOARDING-PACK,Private review packet,Administration Lead,Start,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000335,REDACTED-SENSITIVE-SOURCE/SRC-000335.xlsx,Boys,Administration,restricted-source,DUP-45CD2A77A5,10 Administration,Administration Template Set,CAN-ADMINISTRATION-TEMPLATE-SET,Google Sheet private template,Administration Lead,Operations,review-redact-and-rebuild-as-synthetic-template,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000336,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/5. Dads Talk - Identity 2.pptx,Boys,Weekly sessions,internal-source,DUP-357DBF72F8,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Slides or training page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000337,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/Dads Talk Workbook - April 2024.pdf,Historical,Weekly sessions,internal-source,DUP-90093BF46F,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000338,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/JOURNEY DTS PLAYBOOK.xlsx,Boys,Weekly sessions,internal-source,,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Sheet,Session Coordinator,Sessions,review-for-canonical-resource,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000339,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/Mom Prep Video URLs.docx,Boys,Weekly sessions,internal-source,DUP-33A9D6B638,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000340,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/Mother Father Wounds Revealed and healed.pdf,Boys,Weekly sessions,internal-source,DUP-9E130908F6,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
SRC-000341,Journey - Richard/Journey 2026/Journey - Boys/2. Sessions/Rewiring Homework for dads.docx,Boys,Weekly sessions,internal-source,DUP-B35FBC5045,06 Weekly Sessions,Weekly Session Library,CAN-WEEKLY-SESSION-LIBRARY,Google Doc or Markdown page,Session Coordinator,Sessions,deduplicate-into-canonical-or-historical-example,"Use source only through privacy-safe summary, template rebuild, or approved historical example."
